NtsbNo,WeatherCondition,TimeOfDay,Investigation.Type,Event.Date,Air.carrier,Organizational Climate,Personnel Conditions,Supervisory Conditions,Operator Conditions,Unsafe Conditions,Fin_Quarter,Operating Expense per RTM,Operating Revenues_QoQ_pct,"Employment, Total Weighted Avg CY_QoQ_pct",merged_air_crash_data_weather.sky_cond_nonceil
MIA07LA086,VMC,Morning,Accident,4/28/2007,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,2.09,7.0190922,0.800256082,
NYC07LA105,IMC,Evening,Accident,4/25/2007,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.16,17.54730366,1.361416361,
LAX07LA189,VMC,Morning,Accident,4/24/2007,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.35,17.732762,0.850865634,
ATL07IA078,VMC,Morning,Incident,4/22/2007,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Routine Violations,2,1.3,22.07804338,5.567590988,
LAX07LA127,VMC,Afternoon,Accident,4/12/2007,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.35,17.732762,0.850865634,
CHI07FA107,VMC,Evening,Accident,4/7/2007,MESA AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.76,17.01225987,-0.554699538,
MIA07LA068,VMC,Afternoon,Accident,3/29/2007,ALLEGIANT AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Routine Violations,1,0.91,36.11257457,6.19047619,
CHI07LA093,VMC,Evening,Accident,3/15/2007,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.41,-2.447023447,-0.056767865,
DFW07IA077,VMC,Afternoon,Incident,2/24/2007,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.23,2.168765615,0.92612535,
CHI07LA078,VMC,Afternoon,Accident,2/23/2007,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.41,-2.447023447,-0.056767865,
DEN07IA069,VMC,Afternoon,Incident,2/16/2007,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.35,5.996440273,2.078726227,
NYC07IA063,VMC,Afternoon,Incident,2/10/2007,JETBLUE AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.03,-4.013341327,-0.449696716,
DEN07IA058,VMC,Evening,Incident,2/2/2007,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.41,-2.447023447,-0.056767865,
DEN07IA055,VMC,Evening,Incident,1/25/2007,MESA AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,1,1.83,-14.66408114,0.371172286,
OPS07IA002,VMC,Evening,Incident,1/10/2007,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.28,-3.436431402,0.558659218,
DEN07IA037,VMC,Evening,Incident,12/15/2006,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.49,-4.918112303,0.334294302,
ATL07LA016,VMC,Evening,Accident,11/10/2006,AIRTRAN AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.33,-5.205122182,3.23431427,
DCA07IA008,VMC,Morning,Incident,10/30/2006,ALASKA AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.45,-16.79228968,-0.444162437,
NYC07IA015,VMC,Evening,Incident,10/28/2006,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.49,-4.918112303,0.334294302,
DEN07IA027,VMC,Afternoon,Incident,10/23/2006,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.45,-14.25151045,-0.132508834,
LAX07IA014,VMC,Evening,Incident,10/19/2006,ALASKA AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,4,1.45,-16.79228968,-0.444162437,
DEN07FA008,VMC,Evening,Accident,10/11/2006,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.41,-11.56623375,-1.448699087,
NYC06LA223,IMC,Evening,Accident,9/16/2006,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.14,-4.36781628,0.969004482,
DCA06FA068,VMC,Evening,Accident,9/5/2006,DELTA AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.37,2.071645148,-0.332897396,
MIA06IA133,VMC,Afternoon,Incident,8/31/2006,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.79,-6.092599972,0.992619807,
NYC06IA207,VMC,Morning,Incident,8/21/2006,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.37,4.595527292,0.058305459,
LAX06IA301,VMC,Evening,Incident,8/20/2006,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.49,6.937444495,1.372212693,
DCA06FA058,VMC,Morning,Accident,7/28/2006,FED EX,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,1.9,0.406747221,-1.11769702,
NYC06FA184,VMC,Morning,Accident,7/27/2006,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.79,-6.092599972,0.992619807,
NYC06LA191,VMC,Afternoon,Accident,7/24/2006,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,2.05,3.174662383,-0.325168003,
DEN06LA095,VMC,Morning,Accident,7/7/2006,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.37,71.99180674,65.53156457,
CHI06FA158,VMC,Morning,Accident,6/20/2006,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.3,11.83486474,-0.97882782,
NYC06LA151,VMC,Afternoon,Accident,6/17/2006,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.34,14.60542667,0.067403108,
DEN06IA083,VMC,Evening,Incident,6/9/2006,DELTA AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.36,20.25119923,-3.346527068,
CHI06LA161,VMC,Evening,Accident,6/8/2006,AMERICAN TRANS AIR,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,0.81,5.013682378,4.132231405,
NYC06FA128,VMC,Evening,Accident,5/30/2006,SHUTTLE AMERICA CORP,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Routine Violations,2,1.2,11.62736199,71.68316832,
ANC06IA054,VMC,Afternoon,Incident,5/18/2006,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.38,20.4374947,2.980790461,
SEA06IA105,VMC,Morning,Incident,5/17/2006,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.38,20.4374947,2.980790461,
NYC06LA115,IMC,Afternoon,Accident,5/13/2006,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.72,8.237547,-1.549434333,
LAX06LA154,VMC,Evening,Accident,4/30/2006,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.73,4.679918758,0.093283582,
DFW06LA115,VMC,Evening,Accident,4/25/2006,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.97,3.951276383,-1.209979655,
NYC06LA099,VMC,Afternoon,Accident,4/15/2006,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.45,19.38953283,2.967707018,
DCA06FA033,VMC,Afternoon,Accident,4/4/2006,FED EX,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,1.91,3.334760414,-2.518210564,
DEN06IA051,VMC,Morning,Incident,3/21/2006,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.37,3.381318445,-0.537462324,
ATL06IA054,VMC,Morning,Incident,3/19/2006,PINNACLE AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,1.9,-2.789184598,0.53673264,
CHI06LA099,VMC,Evening,Accident,3/15/2006,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.42,2.151100173,-0.508540879,
CHI06LA092,VMC,Evening,Accident,3/13/2006,MESABA AVIATION,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,3.01,-15.72674197,-8.259945339,
NYC06LA074,VMC,Evening,Accident,2/25/2006,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.47,3.299756196,1.659789088,
DEN06IA034,IMC,Afternoon,Incident,1/19/2006,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.42,2.151100173,-0.508540879,
DFW06FA056,VMC,Morning,Accident,1/16/2006,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,1.47,3.299756196,1.659789088,
SEA06LA033,VMC,Evening,Accident,12/26/2005,ALASKA AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.43,-14.80610449,-0.077795066,
NYC06IA044,VMC,Evening,Incident,12/20/2005,MIDWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.73,3.599184072,1.507246377,
ATL06LA024,VMC,Evening,Accident,12/14/2005,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.52,-9.744714839,-5.215193396,
CHI06LA038,VMC,Evening,Accident,11/28/2005,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.37,-6.071755903,-0.78729971,
DEN06IA020,VMC,Evening,Incident,11/28/2005,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.37,-6.071755903,-0.78729971,
DEN06IA019,VMC,Afternoon,Incident,11/23/2005,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.37,-6.071755903,-0.78729971,
OPS06IA001,VMC,Evening,Incident,11/9/2005,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.43,-14.80610449,-0.077795066,
CHI06LA016,VMC,Morning,Accident,10/26/2005,COMAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,2.23,-6.779030545,-4.752795762,
NYC06LA016,VMC,Afternoon,Accident,10/22/2005,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.43,-5.805425679,-2.981135005,
CHI06IA011,VMC,Evening,Incident,10/17/2005,PSA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.52,1.836505116,-4.680094787,
NYC06LA011,VMC,Evening,Accident,10/16/2005,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.52,-9.744714839,-5.215193396,
DEN06IA008,IMC,Morning,Incident,10/10/2005,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.42,-4.434937199,0.073206442,
NYC06LA002,VMC,Morning,Accident,10/3/2005,COMAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,2.23,-6.779030545,-4.752795762,
LAX05IA312,VMC,Evening,Incident,9/21/2005,JETBLUE AIRWAYS,Safety Climate,Personal Readiness,Supervisory Violations,Adverse Physiological State,Routine Violations,3,0.79,5.316333822,6.70606019,
CHI05LA238,VMC,Morning,Accident,8/20/2005,AMERICAN TRANS AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.74,9.502204256,4.160756501,
DCA05MA095,VMC,Afternoon,Accident,8/19/2005,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Routine Violations,3,1.16,6.866345576,-0.7881389,
NYC05IA128,VMC,Evening,Incident,8/2/2005,COLGAN AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,,0,0,
CHI05LA179,VMC,Morning,Accident,7/8/2005,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.27,6.264852109,-1.875124676,
DEN05IA092,VMC,Morning,Incident,6/26/2005,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.27,11.68170154,-1.992393004,
DEN05IA098,VMC,Evening,Incident,6/19/2005,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.39,14.531809,1.821647294,
LAX05FA202,VMC,Evening,Accident,6/12/2005,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.77,12.85689937,4.09420786,
DEN05LA090,VMC,Evening,Accident,6/10/2005,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.27,11.68170154,-1.992393004,
DFW05IA156,VMC,Morning,Incident,6/10/2005,AMERICAN AIRLINES,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,1.24,11.81584159,-0.449095899,
NYC05IA093,VMC,Evening,Incident,6/8/2005,SHUTTLE AMERICA CORP,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,,0,0,
DCA05MA070,VMC,Morning,Accident,6/7/2005,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.49,19.07845186,-3.881965737,
NYC05FA094,VMC,Evening,Accident,6/7/2005,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Perceptual Errors,2,1.54,3.532931997,0.527540729,
CHI05LA135,VMC,Afternoon,Accident,6/5/2005,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.27,11.68170154,-1.992393004,
DEN05IA084,VMC,Morning,Incident,5/30/2005,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.45,13.86707312,2.49298847,
DEN05IA083,VMC,Afternoon,Incident,5/28/2005,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.24,11.81584159,-0.449095899,
CHI05IA116,VMC,Morning,Incident,5/19/2005,TRANS STATES AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,1.98,9.253965199,1.374570447,
DEN05LA077,VMC,Evening,Accident,5/13/2005,UNITED AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.27,11.68170154,-1.992393004,
DFW05LA112,VMC,Morning,Accident,4/29/2005,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.04,16.89101212,0.803951957,
ANC05IA064,VMC,Morning,Incident,4/28/2005,WORLD AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.54,-12.19687996,-26.49232518,
DEN05IA071,VMC,Morning,Incident,4/25/2005,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Perceptual Errors,2,1.26,8.174978357,-0.343389747,
ATL05LA065,VMC,Afternoon,Accident,3/20/2005,AIRTRAN AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.25,7.278859046,3.221895029,
CHI05FA077,IMC,Evening,Accident,3/11/2005,PINNACLE AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Routine Violations,1,2.13,7.402912402,7.37833595,
IAD05LA044,VMC,Evening,Accident,3/6/2005,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.3,0.747856267,-3.171734903,
NYC05FA054,VMC,Afternoon,Accident,3/2/2005,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,1,1.49,2.021284435,-4.565379454,
LAX05LA105,VMC,Evening,Accident,2/11/2005,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.24,1.174916562,2.894244525,
SEA05IA040,VMC,Afternoon,Incident,1/30/2005,ALASKA AIRLINES,Structure,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.46,-1.512798942,-2.761320355,
ANC05LA025,VMC,Morning,Accident,1/27/2005,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.46,-1.512798942,-2.761320355,
NYC05LA043,VMC,Afternoon,Accident,1/17/2005,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.53,4.822569118,-2.262729572,
DEN05LA048,IMC,Afternoon,Accident,1/8/2005,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.87,4.164217847,5.702706615,
DEN05IA046,VMC,Evening,Incident,1/3/2005,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.87,4.164217847,5.702706615,
ANC05IA020,VMC,Evening,Incident,12/29/2004,ALASKA AIRLINES,Culture,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,4,1.41,-17.12890467,-6.220855244,
DFW05LA047,VMC,Afternoon,Accident,12/29/2004,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.52,6.008587904,0.733752621,
NYC05LA038,IMC,Morning,Accident,12/20/2004,PIEDMONT AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,,0,0,
DEN05IA027,IMC,Morning,Incident,11/21/2004,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.31,-4.674731618,-1.504968406,
NYC05LA013,VMC,Morning,Accident,10/27/2004,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.52,6.008587904,0.733752621,
DFW05LA010,VMC,Evening,Accident,10/25/2004,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,2.13,7.398545514,3.508372252,
CHI05MA011,VMC,Evening,Accident,10/20/2004,SOUTHWEST AIRLINES,Culture,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,4,1.12,-1.161716392,-0.032183316,
MIA04LA134,VMC,Afternoon,Accident,9/29/2004,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.21,-1.413531495,0.616823611,
CHI04IA260,VMC,Afternoon,Incident,9/16/2004,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,3,1.42,-7.255282739,-0.661086528,
LAX04LA318,VMC,Evening,Accident,9/13/2004,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.72,15.28795342,5.274126323,
SEA04IA175,VMC,Morning,Incident,8/27/2004,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.24,10.99366226,-0.375605417,
LAX04IA302,VMC,Afternoon,Incident,8/19/2004,SKYWEST AIRLINES,Structure,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Decision Errors,3,1.72,15.28795342,5.274126323,
DEN04IA124,VMC,Evening,Incident,8/7/2004,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.72,15.28795342,5.274126323,
DCA04MA061,VMC,Evening,Accident,7/25/2004,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.21,-1.413531495,0.616823611,
NYC04LA174,VMC,Morning,Accident,7/21/2004,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.42,-7.255282739,-0.661086528,
NYC04LA168,VMC,Evening,Accident,7/17/2004,PIEDMONT AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,,0,0,
CHI04LA196,VMC,Evening,Accident,7/15/2004,AIR WISCONSIN AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.96,7.957492986,7.065527066,
ATL04IA156,VMC,Afternoon,Incident,7/13/2004,RYAN INTERNATIONAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,3,0.67,-40.3144245,-26.63378545,
CHI04IA178,VMC,Morning,Incident,7/6/2004,MIDWEST AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,1.62,7.252038557,2.252519265,
FTW04IA160,VMC,Morning,Incident,6/11/2004,AMERICAN AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.2,7.058978455,-0.040431097,
CHI04LA148,VMC,Evening,Accident,6/4/2004,AMERICAN AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.2,7.058978455,-0.040431097,
ANC04IA058,VMC,Afternoon,Incident,5/31/2004,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.16,10.84773283,0.313111546,
CHI04LA127,VMC,Evening,Accident,5/26/2004,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.2,7.058978455,-0.040431097,
NYC04IA116,VMC,Afternoon,Incident,5/3/2004,PSA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,,0,0,
DEN04IA063,VMC,Afternoon,Incident,4/17/2004,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.37,23.77111285,7.136265764,
NYC04LA107,IMC,Evening,Accident,4/14/2004,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.39,13.29631421,-0.52503182,
DEN04IA060,VMC,Afternoon,Incident,4/11/2004,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,2.27,13.00312684,0.68574836,
CHI04LA126,IMC,Evening,Accident,4/10/2004,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.2,7.058978455,-0.040431097,
NYC04LA099,VMC,Evening,Accident,4/1/2004,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,2,1.39,13.29631421,-0.52503182,
MIA04IA056,VMC,Morning,Incident,3/11/2004,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.71,0.7068202,-0.878945972,
ATL04IA085,VMC,Afternoon,Incident,3/5/2004,AIRTRAN AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.2,1.080764845,1.508580049,
CHI04LA084,VMC,Afternoon,Accident,3/1/2004,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.27,2.730193232,-0.5303573,
CHI04LA077,VMC,Evening,Accident,2/24/2004,MESABA AVIATION,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.73,-11.40040419,-2.138492872,
SEA04IA045,VMC,Morning,Incident,2/24/2004,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Physiological State,Perceptual Errors,1,1.43,-2.620973737,-0.442700473,
NYC04LA063,VMC,Evening,Accident,2/1/2004,SHUTTLE AMERICA CORP,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,,0,0,
CHI04IA056,IMC,Evening,Incident,1/17/2004,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Supervisory Violations,Mental Limitations,Routine Violations,1,1.87,6.831733199,6.718439588,
ATL04LA053,VMC,Evening,Accident,12/14/2003,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.46,-1.033797735,-0.372183134,
NYC04LA042,VMC,Evening,Accident,12/2/2003,COMAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.41,7.5884146,1.479237213,
DEN04IA026,VMC,Morning,Incident,11/29/2003,FRONTIER AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.1,-1.484283331,8.149350649,
LAX04LA050,VMC,Afternoon,Accident,11/14/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.2,-6.891766624,-2.454303755,
